BPLR_Name,BlurType,Laplacian Variance, FFT_Mean, FFT_Freq, ImageFileNumber, Imagetype
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3366.13092029],72.05831618919078,3.0394190871369293,64,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3369.09230951],72.06051934487539,2.873443983402489,65,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3363.2889598],72.06606621035377,3.309128630705394,66,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3356.91794906],72.07322932008445,2.873443983402489,67,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3351.42608945],72.0767388829666,3.1431535269709543,68,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3348.20923553],72.08034163393735,3.1016597510373445,69,Tester_Image
R3_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3333.0658018],72.03173468999007,2.873443983402489,7,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3352.30162551],72.08382935061368,2.873443983402489,70,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3358.15004312],72.09082642646024,2.873443983402489,71,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3351.04528135],72.09123832914479,3.309128630705394,72,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3347.99174858],72.08817838045913,3.2261410788381744,73,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3347.6881013],72.09802309092281,3.1431535269709543,74,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3343.53147082],72.10163293267283,3.0809128630705396,75,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3346.93706868],72.10775616552135,2.873443983402489,76,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3343.79136259],72.10990021730228,3.0601659751037347,77,Tester_Image
R2_NON_BLUR_LENS_Tester_Image,Not-Blurry,[3344.52355077],72.10678167920877,2.873443983402489,78,Tester_Image
